row.ID,INCHIKEY,Name,SMILES,Formula,Mass,[M-H]-,M+1,lib_eC,lib_M_eC,lib_MD,lib_MD_eC
9999999999,LHMFPLLMFQGGMV-UHFFFAOYSA-N,"1,1,1,3,3,4,4,4-Octafluoro-2-(trifluoromethyl)-2-butanol",OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF11O,285.9851751,284.9778944,5.407864146,4.999874396,56.99701069,-0.0221056,-0.004421231
9999999999,HXUVAKMCUAKGOU-UHFFFAOYSA-N,"1,2,2,3,3-Pentafluorocyclopropane-1-carboxylic acid",OC(=O)C1(F)C(F)(F)C1(F)F,C4HF5O2,175.9896704,174.9823901,4.326291317,3.999899517,43.74669648,-0.0176099,-0.004402586
9999999999,GPTNHZCPZCSMSK-AATRIKPKSA-N,"(5E)-7,7,8,8,9,9,10,10,10-Nonafluoro-5-iododec-5-en-1-ol",OCCCC\C(I)=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H10F9IO,443.9632669,442.95598,10.81572829,9.999748791,44.29671077,-0.04402,-0.004402111
9999999999,BCSMGDHJCBWPDG-UHFFFAOYSA-N,"N-((2-Bromo-4-(1,1,2,2-tetrafluoroethylsulfonyl)phenyl)carbamoyl)-2,6-difluorobenzamide",FC(F)C(F)(F)S(=O)(=O)C1=CC(Br)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,C16H9BrF6N2O4S,517.9370592,516.92978,17.30516527,15.99959807,32.30892288,-0.07022,-0.00438886
9999999999,KDHCALLFPWZTPN-UHFFFAOYSA-N,"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-methyl-",CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4F15NO2S,462.9723227,461.965042,8.652582634,7.999799033,57.74708091,-0.034958,-0.00436986
9999999999,ORKLMDAZWWOVAB-UHFFFAOYSA-N,"5-(1,1,1,3,3,3-Hexafluoropropan-2-yl)-4-methyl-1,3-thiazole-2(3H)-thione",CC1=C(SC(=S)N1)C(C(F)(F)F)C(F)(F)F,C7H5F6NS2,280.9767605,279.9694805,7.571009805,6.999824154,39.99664482,-0.0305195,-0.004360038
9999999999,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,Perfluoroheptanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,363.9768961,362.9696154,7.571009805,6.999824154,51.85410482,-0.0303846,-0.004340766
9999999999,QTDMKZFMFHHSLJ-UHFFFAOYSA-N,Perfluoro-5-(trifluoromethyl)hexanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C7HF13O2,363.9768961,362.9696154,7.571009805,6.999824154,51.85410482,-0.0303846,-0.004340766
9999999999,QQOXLXCRWFHIBD-UHFFFAOYSA-N,"2,2,4,4,5,5,5-Heptafluoro-3,3-bis(trifluoromethyl)pentanoic acid",OC(=O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7HF13O2,363.9768961,362.9696154,7.571009805,6.999824154,51.85410482,-0.0303846,-0.004340766
9999999999,NFMKAIYWLWRHFN-UHFFFAOYSA-N,"(Dichloromethyl)[3-(1,2,2,2-tetrafluoroethoxy)propyl]silane",FC(OCCC[SiH2]C(Cl)Cl)C(F)(F)F,C6H10Cl2F4OSi,271.9814097,270.9741295,6.489436976,5.999849275,45.16348946,-0.0258705,-0.004311858
