"Confirmed fragments if intensity is above 100 and number of scans is greater than or equal to 1","PFSA-perfluoroalkyl-standards-Multiple_Y","[M-H]-","[M]-","[SO3]-","[SO3F]-","[SO2F]-","[C3F7]-","[C2F5]-","[COF3]-","RT_min","RT_max","Comment","RT at Max Intensity","PFSA-perfluoroalkyl-standards-Multiple_Y","[M-H]-","[M]-","[SO3]-","[SO3F]-","[SO2F]-","[C3F7]-","[C2F5]-","[COF3]-","RT_min","RT_max","Comment","Number of Scans","PFSA-perfluoroalkyl-standards-Multiple_Y","[M-H]-","[M]-","[SO3]-","[SO3F]-","[SO2F]-","[C3F7]-","[C2F5]-","[COF3]-","RT_min","RT_max","Comment","Max Intensity","PFSA-perfluoroalkyl-standards-Multiple_Y","[M-H]-","[M]-","[SO3]-","[SO3F]-","[SO2F]-","[C3F7]-","[C2F5]-","[COF3]-","RT_min","RT_max","Comment","Average m/z","PFSA-perfluoroalkyl-standards-Multiple_Y","[M-H]-","[M]-","[SO3]-","[SO3F]-","[SO2F]-","[C3F7]-","[C2F5]-","[COF3]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PFSA-perfluoroalkyl-standards-Multiple_Y","[M-H]-","[M]-","[SO3]-","[SO3F]-","[SO2F]-","[C3F7]-","[C2F5]-","[COF3]-","RT_min","RT_max","Comment"
"","PFSA-perfluoroalkyl-standards-Multiple_Y;C10HF21O3S;O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F);[M-H]-","1","1","1","1","1","1","1","1","7.18","7.32","106","","PFSA-perfluoroalkyl-standards-Multiple_Y;C10HF21O3S;O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F);[M-H]-","7.257483","7.257483","7.257483","7.257483","7.257483","7.257483","7.257483","7.257483","7.18","7.32","106","","PFSA-perfluoroalkyl-standards-Multiple_Y;C10HF21O3S;O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F);[M-H]-","1","1","1","1","1","1","1","1","7.18","7.32","106","","PFSA-perfluoroalkyl-standards-Multiple_Y;C10HF21O3S;O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F);[M-H]-","1500.0000","1500","1500.0000","1500","1500","1500","1500","1500","7.18","7.32","106","","PFSA-perfluoroalkyl-standards-Multiple_Y;C10HF21O3S;O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F);[M-H]-","598.9238","599.9316","79.95736","98.95576","82.96085","168.9893","118.9925","84.99067","7.18","7.32","106","","PFSA-perfluoroalkyl-standards-Multiple_Y;C10HF21O3S;O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F);[M-H]-","598.9238322","599.9316575","79.95736486","98.95576808","82.96085346","168.9893725","118.9925661","84.99067428","7.18","7.32","106"
